1,SERV-29,SERVICE - DOMESTIC DISPUTE,2025-11-04,1918,7400 GRUMMAN PL,ALEX,VA,22306
1,SERV-1,SERVICE - POLICE SERVICE,2025-11-04,1923,4900 STONECROFT BLVD,CHAN,VA,
1,SERV-29,SERVICE - DOMESTIC DISPUTE,2025-11-04,1937,8500 LITTLE RIVER TPKE,ANDL,VA,22003
1,ASSLT-13B-1,ASSAULT - SIMPLE; NOT AGGRAVATED (13B),2025-11-04,1938,6100 FRANCONIA RD,ALEX,VA,
1,LARC-23-9,LARCENY - ALL OTHER LARCENY (23H),2025-11-04,1939,13000 FAIR LAKES SHOPPING CTR,FRFX,VA,22033
1,LARC-23-3,LARCENY - SHOPLIFTING (23C),2025-11-04,1946,5700 COLUMBIA PIKE,FLCH,VA,22041
1,SERV-33,SERVICE - NON DMV REPORTABLE CRASH,2025-11-04,1948,7700 MARSHALL HEIGHTS CT,FLCH,VA,22043
1,SERV-29,SERVICE - DOMESTIC DISPUTE,2025-11-04,2002,6700 HARRISON LN,ALEX,VA,22306
1,SERV-29,SERVICE - DOMESTIC DISPUTE,2025-11-04,2002,4100 WADSWORTH CT,ANDL,VA,22003
2,SERV-2,SERVICE - CIVIL DISPUTE,2025-11-04,2003,2300 HUNTINGTON AVE,ALEX,VA,22303
1,SERV-1,SERVICE - POLICE SERVICE,2025-11-04,2021,7300 AYNSLEY LN,MCLN,VA,22102
1,LARC-23-3,LARCENY - SHOPLIFTING (23C),2025-11-04,2025,6100 ARLINGTON BLVD,FLCH,VA,22044
1,SERV-29,SERVICE - DOMESTIC DISPUTE,2025-11-04,2028,2100 SAN MORITZ CIR,HRND,VA,20170
1,SUSP-1,SERVICE - SUSPICIOUS EVENT,2025-11-04,2030,1600 BECONTREE LN,RSTN,VA,20190
1,DRUG-35A-10,DRUG - OTHER DANGEROUS DRUGS POSSESSION (35A),2025-11-04,2033,5800 KINGSTOWNE BLVD,ALEX,VA,22315
1,SERV-33,SERVICE - NON DMV REPORTABLE CRASH,2025-11-04,2052,13900 METROTECH DR,CHAN,VA,20151
1,ASSLT-13B-1,ASSAULT - SIMPLE; NOT AGGRAVATED (13B),2025-11-04,2100,9600 MASTERWORKS DR,VNNA,VA,22181
1,SUSP-2,SERVICE - SUSPICIOUS PERSON,2025-11-04,2117,2700 ANNANDALE RD,FLCH,VA,
1,DISORD-90C-2,DISORDERLY CONDUCT - DISORDERLY CONDUCT (90C),2025-11-04,2117,9500 WATERLINE DR,BURKE,VA,22015
1,SERV-47,SERVICE - NON-FATAL OVERDOSE (NFO),2025-11-04,2130,5900 SEMINARY RD,FLCH,VA,22041
1,ASSLT-13B-1,ASSAULT - SIMPLE; NOT AGGRAVATED (13B),2025-11-04,2138,7700 LAFAYETTE FOREST DR,ANNANDALE,VA,22003
1,ASSLT-13B-1,ASSAULT - SIMPLE; NOT AGGRAVATED (13B),2025-11-04,2140,2300 SOUTHGATE SQ,RSTN,VA,20191
1,SERV-29,SERVICE - DOMESTIC DISPUTE,2025-11-04,2140,2300 SOUTHGATE SQ,RSTN,VA,20191
1,SERV-29,SERVICE - DOMESTIC DISPUTE,2025-11-04,2141,5900 COVE LANDING RD,BURKE,VA,22015
1,DISORD-90C-2,DISORDERLY CONDUCT - DISORDERLY CONDUCT (90C),2025-11-04,2141,1900 CHAIN BRIDGE RD,MCLN,VA,
1,SERV-47,SERVICE - NON-FATAL OVERDOSE (NFO),2025-11-04,2147,5800 SEMINARY RD,FLCH,VA,22041
1,SERV-1,SERVICE - POLICE SERVICE,2025-11-04,2206,2200 HARITHY DR,DUNN,VA,22027
2,5-1-1,5-1-1 DRUNK IN PUBLIC OR PROFANE,2025-11-04,2208,3700 SOUTH GEORGE MASON DR,FLCH,VA,22041
2,ASSLT-13B-2,ASSAULT - SIMPLE ASSAULT ON LEO (13B),2025-11-04,2208,3700 SOUTH GEORGE MASON DR,FLCH,VA,22041
2,DRUG-35A-13,DRUG - OTHER (35A),2025-11-04,2208,3700 SOUTH GEORGE MASON DR,FLCH,VA,22041
1,ASSLT-13B-1,ASSAULT - SIMPLE; NOT AGGRAVATED (13B),2025-11-04,2216,7600 HIGHLAND WOODS CT;D3,LRTN,VA,22079
1,SERV-1,SERVICE - POLICE SERVICE,2025-11-04,2223,3900 FAIR RIDGE DR;216,FRFX,VA,22033
2,LARC-23-9,LARCENY - ALL OTHER LARCENY (23H),2025-11-04,2237,6800 FRONTIER DR,ALEX,VA,22315
2,WARR-90Z-4,WARRANT - WARRANT SERVICE (90Z),2025-11-04,2237,6800 FRONTIER DR,ALEX,VA,22315
1,SERV-29,SERVICE - DOMESTIC DISPUTE,2025-11-04,2249,3300 GALLOWS RD,FLCH,VA,22042
1,LARC-23-3,LARCENY - SHOPLIFTING (23C),2025-11-04,2254,5800 NORTH KINGS HWY,Alexandria,VA,22303
1,ASSLT-13B-1,ASSAULT - SIMPLE; NOT AGGRAVATED (13B),2025-11-04,2318,TELEGRAPH RD & BELLEAU WOODS LN,Alexandria,VA,22315
1,SERV-2,SERVICE - CIVIL DISPUTE,2025-11-04,2318,12900 NEW PARKLAND DR,HRND,VA,20171
1,SERV-47,SERVICE - NON-FATAL OVERDOSE (NFO),2025-11-04,2320,4900 BEAUREGARD ST,Alexandria,VA,22312
1,ASSLT-13B-1,ASSAULT - SIMPLE; NOT AGGRAVATED (13B),2025-11-04,2328,6200 APACHE ST,SFLD,VA,22150
1,TRES-90J-1,TRESPASSING - PRIVATE PROPERTY (90J),2025-11-04,2334,12200 FAIRFAX TOWNE CTR,FRFX,VA,22033
1,5-1-1,5-1-1 DRUNK IN PUBLIC OR PROFANE,2025-11-05,0000,9500 KIRKFIELD RD,BURKE,VA,22015
1,ASSLT-13B-2,ASSAULT - SIMPLE ASSAULT ON LEO (13B),2025-11-05,0000,2300 STALEY RD,RESTON,VA,20191
1,DEST-290-2,DESTRUCTION - PRIVATE PROPERTY (290),2025-11-05,0000,7300 PARKWOOD CT,Falls Church,VA,22042
